Timestamp,Feature,Pipeline,Model,Accuracy,F1_Macro,AUC_OVR,mAP,Train_Time,Model_File,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,auc_ovr,map,training_time,confusion_matrix
20260129_214220,MFCCs,Scaled,SVM,0.665,0.66850856526351,0.9127666666666666,0.7946667702621069,1.399065017700195,mfccs_scaled_svm_20260129_214220.joblib,0.6894646310282598,0.665,0.66850856526351,0.6894646310282598,0.665,0.66850856526351,0.9127666666666666,0.7946667702621069,1.3990650177001953,"[[37, 8, 5, 0], [15, 27, 8, 0], [5, 8, 35, 2], [4, 1, 11, 34]]"
20260129_214355,Fusion_FFT_MFCC,Raw,KNN,0.66,0.6595477167376915,0.8518333333333333,0.6477048501587066,0.0045795440673828,fusion_fft_mfcc_raw_knn_20260129_214355.joblib,0.6706308817512275,0.66,0.6595477167376915,0.6706308817512274,0.66,0.6595477167376916,0.8518333333333333,0.6477048501587066,0.0045795440673828125,"[[41, 8, 1, 0], [11, 30, 7, 2], [7, 11, 28, 4], [5, 1, 11, 33]]"
20260129_215234,Fusion_FFTs_MFCC_STFT,Raw,KNN,0.66,0.6599963973128191,0.8828499999999999,0.7437497952109628,0.0039584636688232,fusion_ffts_mfcc_stft_raw_knn_20260129_215234.joblib,0.6666666666666666,0.66,0.6599963973128191,0.6666666666666665,0.66,0.6599963973128191,0.8828499999999999,0.7437497952109628,0.003958463668823242,"[[38, 10, 0, 2], [9, 30, 8, 3], [5, 8, 33, 4], [5, 0, 14, 31]]"
20260129_214220,MFCCs,Raw,RF,0.655,0.6563848188848189,0.8828833333333335,0.7477276434357498,0.2410194873809814,mfccs_raw_rf_20260129_214220.joblib,0.6642868421664998,0.655,0.6563848188848189,0.6642868421665,0.655,0.6563848188848189,0.8828833333333335,0.7477276434357498,0.24101948738098145,"[[39, 6, 4, 1], [9, 28, 11, 2], [5, 9, 31, 5], [2, 3, 12, 33]]"
20260129_214220,MFCCs,Scaled,RF,0.655,0.6563848188848189,0.8828833333333335,0.7477276434357498,0.2045726776123047,mfccs_scaled_rf_20260129_214220.joblib,0.6642868421664998,0.655,0.6563848188848189,0.6642868421665,0.655,0.6563848188848189,0.8828833333333335,0.7477276434357498,0.2045726776123047,"[[39, 6, 4, 1], [9, 28, 11, 2], [5, 9, 31, 5], [2, 3, 12, 33]]"
20260129_212358,MFCC_Default,Raw,RF,0.65,0.6520566915641289,0.8859666666666667,0.7401362199050593,0.1836929321289062,mfcc_default_raw_rf_20260129_212358.joblib,0.6612454695661443,0.65,0.6520566915641289,0.6612454695661444,0.65,0.6520566915641289,0.8859666666666667,0.7401362199050593,0.18369293212890625,"[[35, 10, 4, 1], [11, 28, 9, 2], [5, 7, 34, 4], [2, 3, 12, 33]]"
20260129_212358,MFCC_Default,Scaled,RF,0.65,0.6520566915641289,0.8859666666666667,0.7401362199050593,0.1848566532135009,mfcc_default_scaled_rf_20260129_212358.joblib,0.6612454695661443,0.65,0.6520566915641289,0.6612454695661444,0.65,0.6520566915641289,0.8859666666666667,0.7401362199050593,0.18485665321350098,"[[35, 10, 4, 1], [11, 28, 9, 2], [5, 7, 34, 4], [2, 3, 12, 33]]"
20260129_213827,Fusion_FFTs_STFTs,Scaled,SVM,0.645,0.6431602236878495,0.9050666666666668,0.7628832065047907,64.3643171787262,fusion_ffts_stfts_scaled_svm_20260129_213827.joblib,0.6965201465201465,0.645,0.6431602236878495,0.6965201465201466,0.645,0.6431602236878495,0.9050666666666667,0.7628832065047907,64.3643171787262,"[[31, 4, 1, 14], [8, 25, 4, 13], [0, 5, 27, 18], [0, 1, 3, 46]]"
20260129_212358,MFCC_Default,Scaled,SVM,0.64,0.6464195867026056,0.8783000000000001,0.744208473324045,1.30670428276062,mfcc_default_scaled_svm_20260129_212358.joblib,0.6706512605042017,0.64,0.6464195867026056,0.6706512605042017,0.64,0.6464195867026057,0.8783000000000001,0.744208473324045,1.3067042827606201,"[[33, 12, 5, 0], [11, 32, 5, 2], [9, 10, 31, 0], [7, 2, 9, 32]]"
20260129_212948,Fusion_FFT_STFT,Scaled,ET,0.635,0.6370557030400236,0.8624833333333333,0.7142729903544978,0.3553423881530761,fusion_fft_stft_scaled_et_20260129_212948.joblib,0.6634628754171301,0.635,0.6370557030400236,0.6634628754171301,0.635,0.6370557030400237,0.8624833333333333,0.7142729903544978,0.35534238815307617,"[[38, 10, 2, 0], [17, 24, 8, 1], [4, 10, 35, 1], [3, 4, 13, 30]]"
20260129_212358,MFCC_Default,Raw,KNN,0.63,0.6316546167128286,0.8610833333333332,0.6657450422153602,0.0071203708648681,mfcc_default_raw_knn_20260129_212358.joblib,0.6457299784341651,0.63,0.6316546167128286,0.6457299784341651,0.63,0.6316546167128285,0.8610833333333332,0.6657450422153602,0.007120370864868164,"[[37, 12, 0, 1], [12, 29, 6, 3], [6, 11, 30, 3], [7, 2, 11, 30]]"
20260129_214220,MFCCs,Scaled,KNN,0.625,0.6263030411962595,0.8594166666666666,0.67868905293422,0.0011403560638427,mfccs_scaled_knn_20260129_214220.joblib,0.6435958685958687,0.625,0.6263030411962595,0.6435958685958687,0.625,0.6263030411962595,0.8594166666666666,0.67868905293422,0.0011403560638427734,"[[39, 6, 5, 0], [15, 24, 10, 1], [7, 11, 29, 3], [4, 3, 10, 33]]"
20260129_212948,Fusion_FFT_STFT,Raw,ET,0.625,0.6262022142375763,0.8613666666666667,0.7132821412043128,0.308873176574707,fusion_fft_stft_raw_et_20260129_212948.joblib,0.6530389529307179,0.625,0.6262022142375763,0.6530389529307178,0.625,0.6262022142375764,0.8613666666666667,0.7132821412043128,0.30887317657470703,"[[38, 10, 2, 0], [18, 22, 9, 1], [4, 10, 35, 1], [3, 4, 13, 30]]"
20260129_212358,MFCC_Default,Scaled,KNN,0.625,0.6278967941137827,0.8444,0.6394816120297364,0.003563642501831,mfcc_default_scaled_knn_20260129_212358.joblib,0.6491020176186417,0.625,0.6278967941137827,0.6491020176186416,0.625,0.6278967941137827,0.8444,0.6394816120297364,0.0035636425018310547,"[[38, 10, 2, 0], [16, 27, 6, 1], [8, 11, 28, 3], [6, 2, 10, 32]]"
20260129_212948,Fusion_FFT_STFT,Scaled,RF,0.61,0.6106647360813847,0.8584333333333334,0.7043036552273148,1.7496140003204346,fusion_fft_stft_scaled_rf_20260129_212948.joblib,0.632527562306974,0.6100000000000001,0.6106647360813847,0.6325275623069742,0.61,0.6106647360813848,0.8584333333333334,0.7043036552273148,1.7496140003204346,"[[38, 8, 4, 0], [23, 20, 7, 0], [2, 12, 33, 3], [2, 5, 12, 31]]"
20260129_212948,Fusion_FFT_STFT,Raw,RF,0.61,0.6143099559572531,0.8556833333333332,0.7033717916271173,1.5805249214172363,fusion_fft_stft_raw_rf_20260129_212948.joblib,0.6398220298220298,0.61,0.6143099559572531,0.6398220298220297,0.61,0.614309955957253,0.8556833333333332,0.7033717916271173,1.5805249214172363,"[[37, 9, 4, 0], [22, 22, 6, 0], [2, 14, 32, 2], [2, 5, 12, 31]]"
20260129_213401,STFTs,Scaled,SVM,0.605,0.6001630957660533,0.8629333333333333,0.7043477132200087,16.278096675872803,stfts_scaled_svm_20260129_213401.joblib,0.6358088301316756,0.605,0.6001630957660533,0.6358088301316756,0.605,0.6001630957660532,0.8629333333333333,0.7043477132200087,16.278096675872803,"[[29, 8, 2, 11], [10, 24, 3, 13], [3, 4, 25, 18], [1, 1, 5, 43]]"
20260129_214355,Fusion_FFT_MFCC,Raw,RF,0.6,0.6038113308524226,0.83595,0.6709529808154095,0.6217203140258789,fusion_fft_mfcc_raw_rf_20260129_214355.joblib,0.6232190691881663,0.6000000000000001,0.6038113308524226,0.6232190691881663,0.6,0.6038113308524226,0.83595,0.6709529808154095,0.6217203140258789,"[[34, 14, 1, 1], [13, 23, 14, 0], [8, 7, 32, 3], [4, 4, 11, 31]]"
20260129_214355,Fusion_FFT_MFCC,Scaled,RF,0.595,0.5982375758111051,0.83625,0.6705584681879048,0.6293380260467529,fusion_fft_mfcc_scaled_rf_20260129_214355.joblib,0.6182690855977164,0.5950000000000001,0.5982375758111051,0.6182690855977164,0.595,0.5982375758111051,0.83625,0.6705584681879048,0.6293380260467529,"[[34, 14, 1, 1], [14, 22, 14, 0], [8, 7, 32, 3], [5, 3, 11, 31]]"
20260129_214355,Fusion_FFT_MFCC,Raw,ET,0.565,0.5695166438668491,0.8146500000000001,0.6373310376628981,0.3186469078063965,fusion_fft_mfcc_raw_et_20260129_214355.joblib,0.5862179487179487,0.5650000000000001,0.5695166438668491,0.5862179487179487,0.565,0.5695166438668491,0.8146500000000001,0.6373310376628981,0.3186469078063965,"[[33, 13, 2, 2], [14, 23, 13, 0], [10, 9, 27, 4], [3, 7, 10, 30]]"
